Temp	D	Tilt	SmCaPa	SmHel	SmCsPf	SmCaPf	SmA
73.03086426869702	53.89070417886226	25.884243573979028	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
76.36710243714535	53.83790214555836	25.999697197961552	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
79.7033406055937	53.785353480936344	26.114125185335897	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
83.03957877404203	53.7214032256297	26.252755088568183	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
86.37581694249036	53.6522842492127	26.401828915216736	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
89.73847328648071	53.58304930789899	26.55037367687822	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
93.04128437567181	53.482252146355286	26.76526844512675	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
96.5638209354644	53.3317484681682	27.083194207664974	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
99.68208247749716	53.197345251848006	27.364220644091098	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
102.85808842214749	53.050136513118574	27.668997900584777	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
105.88427418094939	52.911221022917886	27.953795958130307	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
108.40679572294691	52.723634266522296	28.334198072076997	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
111.21598652537234	52.58280237456099	28.61673617543939	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
113.39280446345437	52.37123800497868	29.036444760743404	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
116.3121868407261	52.135969183889905	29.496769497239423	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
119.37005720204485	51.84921513505438	30.049141365470607	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
122.29288254956262	51.67178127411548	30.38636391958395	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
125.88979660276703	51.51714129963204	30.67752837007908	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
128.77054843567012	51.33580019100408	31.01582171037894	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
130.9571171738147	51.29600618146037	31.089613808791185	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
134.88210325434216	50.99482049509196	31.643096629814305	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
139.7883358550015	50.66956795105344	32.23122469462982	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
144.6945684556608	50.34652288165579	32.80603250464224	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
149.60080105632014	50.01276348412312	33.390656598919996	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
154.50703365697944	49.66392865001856	33.99216824531056	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
159.64222377900288	49.34594047843803	34.53244158831264	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
164.2213742062849	48.914453779067	35.25393660484444	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
169.12760680694424	48.50117603581718	35.93313101383697	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
174.06654762494128	47.960188954015386	36.80578030905246	0.09957756031253817	0.0992924144441445	0.11499999999999888	0.09900731976077104	0.11072722211397501
