          Index             Ts             Tr          Value
                          [°C]           [°C]           [mW]
            812            0.0        160.333       -2.23041
            813            0.0          160.5       -2.23162
            814            0.0        160.667       -2.23285
            815            0.0        160.833       -2.23408
            816            0.0            161       -2.23529
            817            0.0        161.167       -2.23652
            818            0.0        161.333       -2.23776
            819            0.0          161.5       -2.23901
            820            0.0        161.667       -2.24033
            821            0.0        161.833       -2.24165
            822            0.0            162       -2.24301
            823            0.0        162.167        -2.2444
            824            0.0        162.333        -2.2459
            825            0.0          162.5       -2.24738
            826            0.0        162.667       -2.24891
            827            0.0        162.833       -2.25048
            828            0.0            163       -2.25231
            829            0.0        163.167       -2.25417
            830            0.0        163.333       -2.25597
            831            0.0          163.5       -2.25784
            832            0.0        163.667       -2.26062
            833            0.0        163.833       -2.26437
            834            0.0            164       -2.27224
            835            0.0        164.167       -2.28686
            836            0.0        164.333       -2.37325
            837            0.0          164.5       -2.53745
            838            0.0        164.667       -2.79496
            839            0.0        164.833       -3.10545
            840            0.0            165       -3.43952
            841            0.0        165.167       -3.71264
            842            0.0        165.333       -3.86373
            843            0.0          165.5       -3.85625
            844            0.0        165.667       -3.76121
            845            0.0        165.833       -3.55814
            846            0.0            166       -3.35362
            847            0.0        166.167       -3.17397
            848            0.0        166.333       -3.01669
            849            0.0          166.5       -2.90588
            850            0.0        166.667       -2.81134
            851            0.0        166.833       -2.73214
            852            0.0            167       -2.66201
            853            0.0        167.167       -2.60806
            854            0.0        167.333       -2.56018
            855            0.0          167.5       -2.51847
            856            0.0        167.667       -2.48069
            857            0.0        167.833       -2.45168
            858            0.0            168        -2.4249
            859            0.0        168.167       -2.40108
            860            0.0        168.333       -2.37921
            861            0.0          168.5        -2.3615
            862            0.0        168.667        -2.3454
            863            0.0        168.833       -2.33139
            864            0.0            169       -2.31873
            865            0.0        169.167       -2.30871
            866            0.0        169.333       -2.29964
            867            0.0          169.5       -2.29182
            868            0.0        169.667       -2.28443
            869            0.0        169.833       -2.27861
            870            0.0            170       -2.27305
            871            0.0        170.167       -2.26821
            872            0.0        170.333       -2.26411
            873            0.0          170.5       -2.26064
            874            0.0        170.667       -2.25719
            875            0.0        170.833       -2.25441
            876            0.0            171       -2.25172
            877            0.0        171.167       -2.25013
            878            0.0        171.333       -2.24822
            879            0.0          171.5       -2.24639
            880            0.0        171.667       -2.24462
            881            0.0        171.833       -2.24334
            882            0.0            172       -2.24197
            883            0.0        172.167       -2.24073
            884            0.0        172.333        -2.2396
            885            0.0          172.5       -2.23886
            886            0.0        172.667       -2.23811
            887            0.0        172.833       -2.23746
            888            0.0            173       -2.23689
            889            0.0        173.167       -2.23678
            890            0.0        173.333        -2.2365
            891            0.0          173.5       -2.23621
            892            0.0        173.667       -2.23595
            893            0.0        173.833       -2.23583
            894            0.0            174       -2.23564
            895            0.0        174.167        -2.2354
            896            0.0        174.333       -2.23512
            897            0.0          174.5       -2.23473
            898            0.0        174.667       -2.23437
            899            0.0        174.833       -2.23405
            900            0.0            175       -2.23378
            901            0.0        175.167       -2.23347
            902            0.0        175.333       -2.23325
            903            0.0          175.5       -2.23307
            904            0.0        175.667       -2.23293
            905            0.0        175.833       -2.23299
            906            0.0            176       -2.23296
            907            0.0        176.167       -2.23294
            908            0.0        176.333       -2.23295
            909            0.0          176.5       -2.23297
            910            0.0        176.667       -2.23296
            911            0.0        176.833       -2.23294
            912            0.0            177       -2.23291
            913            0.0        177.167       -2.23287
            914            0.0        177.333       -2.23284
            915            0.0          177.5        -2.2328
            916            0.0        177.667       -2.23274
            917            0.0        177.833       -2.23255
            918            0.0            178       -2.23225
            919            0.0        178.167       -2.23202
            920            0.0        178.333       -2.23176
            921            0.0          178.5        -2.2307
            922            0.0        178.667       -2.20248
            923            0.0        178.833       -2.02942
            924            0.0            179       -1.67333
            925            0.0        179.167       -1.09284
            926            0.0        179.333      -0.661079
            927            0.0          179.5      -0.418155
            928            0.0        179.667      -0.275619
            929            0.0        179.833      -0.211372
            930            0.0            180      -0.143548
