1125.5,1047,977,1163,1231,1201.5,1183.5,1327.5,1488,1335,1366.5,1318,1454.5,1404,1593,1483.5,1543,1375.5,1497.5,1461.5,1356.5,1410,1440,1396.5,1381,1528.5,1450,1410.5,1449,1376.5,1524,1473.5,1471.5,1579.5,1549.5,1526,1686.5,1658.5,1610,1590,1503,1686.5,1767,1623,1680.5,1621.5,1735,1580,1563,1604.5,1721,1617.5,1629.5,1633,1590,1628,1677,1646.5,1597.5,1743.5,1707.5,1678,1753.5,1657,1858.5,1664,1672,1591,1566,1500.5,1580,1476,1525,1470,1503,1565.5,1382.5,1467.5,1467,1579,1461.5,1556.5,1430,1511.5,1425.5,1425.5,1404.5,1335.5,1446.5,1393,1410,1356,1469.5
981.88232,1039.4706,1031.5883,1123.1765,1137.8235,1198.9412,1197.8235,1342,1312.2941,1312.3529,1347.9412,1392.4706,1388.4706,1416.2354,1442.7059,1447.3529,1459,1450.7646,1429.7646,1436.1177,1470.1765,1422.5294,1425.8823,1456.5294,1509.6471,1452,1491.4117,1452.5883,1471.8235,1523.7059,1477.4706,1533.8823,1578.8235,1622.5294,1612.6471,1601.1765,1629.9412,1723.9412,1673.8235,1682,1649.8235,1679.2941,1701.5294,1607.8823,1573.9412,1550.1177,1471.4706,1537.4706,1477.1765,1409.7646,1476.4706,1457.8235,1382.8823,1401.3529,1367.6471,1340.4117,1420.2941,1340.3529,1284.5294,1319.8235,1368.4117,1297.2354,1323.1177,1311.8823,1268,1236.6471,1244.2354,1178.8823,1214.7059,1178.0588,1173.6471,1162.6471,1138.5294,1139.3529,1158.2941,1103.4706,1077.0588,1132.8823,1090.4706,1083.1765,1063,1058.3529,1081.8823,1088.8235,1073,1091.2354,1097.5294,1081.0588,1073.1177,1065.9412,1103.8823,1089.2941,1084.4706
914.29034,933.35486,958.74194,1005.3549,1051.6129,1072.7097,1120.6774,1129.871,1158.3226,1218.0322,1207.0322,1259.0968,1305.6451,1287,1327.8064,1299.0968,1322.7097,1345.129,1352.7097,1338.8064,1382.129,1360.4839,1391.5483,1369.2258,1401.3871,1427.6774,1438.6451,1393.2581,1415.5161,1408.9678,1429.1613,1449.5483,1502,1499.871,1527.9354,1521.6774,1504.5483,1519.3549,1551.3226,1572.2581,1526.6129,1529.0322,1512.9678,1507.4193,1486.6774,1481.6774,1393.3871,1429.9032,1440.5483,1406.9032,1407.6774,1371.871,1368.6129,1377.0968,1314.3226,1296.0646,1333,1288.3871,1253.2581,1300.7742,1245.0322,1202.5807,1234.2581,1222.3549,1213.4517,1150.9354,1180.7097,1165.5161,1133.129,1151.129,1111,1101.9032,1090.9354,1046.0646,1051.7419,1071.0322,1063.6129,1042.1613,1037.5807,1019.5806,971.06451,1006.2258,1002.7097,1025.1936,1014.6774,987.29034,1029.7097,996.51611,1011.2903,1049.7097,1026.1936,1037.8064,1041.0968
847.98041,874.62744,907.27454,933.19611,964.05884,994.5686,1033.7451,1076.9412,1112.5491,1116.2354,1170.6078,1162.1569,1167.1177,1231.9803,1246.902,1242.5883,1233.3529,1261.4117,1252.6863,1266.3529,1273.3529,1331.5686,1277.9608,1283.2549,1278.4706,1343.7059,1321.3334,1327.4509,1326.2941,1329.9803,1329.3726,1394.5294,1424.6078,1403.0785,1410.3529,1417.7646,1447.6274,1412.5098,1460.3529,1413.4314,1466.1765,1418.4706,1382.3334,1400.4509,1407.1765,1383.2157,1315.2354,1330.6274,1303.0588,1317.8628,1284.804,1288.4117,1288.3137,1256.4902,1260.0392,1249.0197,1202.7451,1191.2941,1166.2157,1175.6666,1174.8628,1153.6078,1147.196,1137.1765,1101.9608,1089.6666,1093.8431,1090.196,1054.4509,1064.2941,1036.3922,1039.6471,1014.5098,1011.4117,985.41174,1017.3137,985.68628,999.70587,980.74512,951.62744,949.11768,973.23529,961.50983,949.49017,959.25488,947.31372,949.11768,957.33331,969.19611,949.29413,952.7843,975.62744,990.60785
799.42859,827.20636,836.26984,880.60315,900.90479,927.85712,929.85712,976.93652,1005.7936,1020.1905,1071.5397,1060.5555,1080.619,1121.7937,1142.1746,1108.5238,1128.7937,1118.0793,1149.7778,1176.1746,1170.8572,1179.1587,1167.9683,1189.9524,1180.4445,1222.5079,1200.6825,1236.0635,1227.3492,1240.762,1248.9207,1279.1428,1284.3016,1285.1746,1318.4127,1344.1111,1337.3969,1367.3651,1346.127,1369.1428,1390.5079,1339.762,1328.0159,1312.9841,1308.1587,1271.2858,1222.1428,1196.6508,1210.2063,1199.4921,1202.5714,1171.6031,1175.9841,1152.9841,1139.746,1110.4921,1091.8413,1104.4445,1092.8254,1063.873,1049.0635,1068.0476,1037.4603,1030.873,1014.1111,1015.9365,995,996.39685,966.30157,974.96826,967.42859,962.12701,940.7619,943.93652,926.82538,922.11108,909.80951,914.95239,903.14288,908.06348,873.7619,903.7619,880.73016,903.93652,857.44446,862.90479,889.73016,891.98413,880.15875,889.71429,874.46033,896.53967,902.55554
748.31342,788.86566,791.68658,805.56714,836.61194,837.62689,876.25372,899.55225,933.26868,931.58209,982.79102,982.07465,1010.6716,1024.8209,1038.8507,1026.4926,1056.5223,1071.4478,1106.7164,1107.5522,1109.7015,1088.1343,1124.5223,1133.194,1119.0896,1122,1115.9552,1155.9104,1154.1642,1139.6716,1147.9254,1183.8955,1189.6268,1175.597,1232.5223,1217.194,1224.5223,1229.4626,1229.0896,1248.3433,1262.1493,1223.7015,1231.4926,1215.7612,1195.0746,1165.6716,1149.806,1138.6567,1137.9254,1117.403,1089.8507,1082.418,1074.3284,1077.5671,1058.3284,1038,1046.4626,1012.5671,1003.1492,1000.2985,966.61194,974.35822,977.53729,976.80597,932.59698,924.46271,927.26868,924.44775,898.49255,878.38806,903.40302,878.83582,878.16418,875.74628,853.22388,851.40302,830.10449,840.79102,851.71643,842.68658,808.59698,841.76117,814.58209,816.70148,810.65674,802.64178,823.89551,830.65674,825.53729,834.11938,810.91046,829.19403,845.91046
700.66235,720.12988,769.94806,766.07794,798.54547,792.12988,818.87012,861.03894,898.64935,899.33765,922.58441,941.15582,961.33765,948.75323,975.35065,962.32465,1002.1299,1012.4545,999.49353,1047.1169,1020.5195,1013.026,1044.8961,1041.4546,1065.1818,1073.3247,1042.1818,1078.6753,1083.052,1068.0129,1074.6104,1104.9871,1115.3247,1118.3116,1131.9871,1145.1299,1196.6753,1154.7662,1149.8572,1173.2727,1182.7402,1155.1688,1141.2078,1150.4155,1114.3116,1088.5195,1076.1299,1071.3247,1055.3247,1049.5325,1013.2727,1044.6234,1034.4155,1016.1429,987.44153,989.63635,966.22076,963.85712,943.96106,935.88312,903.79224,901.20776,915.18182,895.89612,875.72729,880.84418,872.67535,870.06494,834.42859,833.14288,836.45453,806.63635,804.68829,823.40259,789.23376,777.89612,794.013,777.68829,766.33765,777.06494,762.33765,773.46753,764.29871,773.84418,754.013,761.14288,773.90912,745.94806,762.09088,766.89612,751.76624,783.89612,782.40259
657.23334,667.51111,705.98889,718.05554,734.62219,760.3111,778.63336,802.48889,815.63336,834.15558,854.35553,889.92224,899.57776,875.01111,917.79999,905.3111,916.61108,922.21112,938.77777,971.79999,959.93335,980.83331,972.42224,996.93335,979.43335,983.37781,967.93335,998.12219,1027.5333,989.3222,1011.0667,1030.6666,1032.8889,1046.9111,1069.3334,1076.2778,1093.3334,1084.3556,1114.7222,1109.4111,1117.5667,1078.3556,1067.4667,1049.4333,1054.7556,1016.1445,1013.3666,994.47778,966.8222,980.43335,972.61108,971.58887,980.41113,963.97778,938.36664,904.29999,888.11108,905.72223,892.3222,849.86664,872.79999,847.88892,862.64447,836.46667,822.70001,833.64447,795.91113,825.09998,787.64447,793.33331,769.15558,753.3222,764.95557,766.45557,749.59998,730,745.59998,745.47778,734.47778,741.04443,740.14447,727.09998,732.71112,710.43335,719.66669,733.95557,706.78888,722.23334,716.65558,721.46667,736.77777,769.40002,753.05554
628.96771,638.39783,664.02148,676.74194,696.61292,700.95697,740.8172,770.55914,766.82794,778.07526,804.8172,825.5484,833.49463,842.11829,863.38708,848.19354,856.2688,865.96771,878.6344,900.39783,892.5484,926.21503,901.82794,909.60217,906.53766,924.47314,928.92474,933.82794,934.89246,930.92474,956.41937,952.40863,981.0968,978.33331,998.86023,1021.4623,1030.043,1012.1935,1033.4086,1016.5054,1028.0537,1019.0215,1022.3118,985.51611,990.76343,969.53766,958.05377,933.15051,915.086,923.49463,892.67743,891.95697,881.19354,889.12903,879.9032,865.37634,823.32257,843.88171,823.68817,818.74194,812.77417,792.16132,806.83868,759.20428,775.92474,758.75269,759.66669,743.79572,738.93549,714.9032,725.2688,714.4516,704.31183,706.04303,698.48389,695.61292,699.55914,691.11829,684.1828,683.61292,684.24731,678.29034,674.43011,657.88171,674.76343,677.86023,683.65588,682.4516,681.56989,671.53766,683.12903,707.86023,697.11829
602.40387,603.49036,628.72113,649.94232,674.5,673.44232,694.11536,731.13464,723.97113,736.83655,759.52887,763.5,775.94232,789.53845,799.25,789.125,816.625,815.91345,828.7019,841.25964,841.49036,865.27887,859.21155,860.53845,869.55768,885.71155,883.06732,881.02887,904.9519,891.0769,932.05768,904.80768,936.8269,942.16345,955.35577,961.5481,968.99036,959.09613,978.55768,963.51923,980.72113,979.8269,971.41345,939.21155,937.81732,911.52887,909.23077,894.43268,874.63464,878.58655,847.34613,831.34613,853.76923,857.76923,828.47113,813.93268,809.2981,798.34613,773.9519,787.51923,772.74036,752.11536,749.5,728.73077,732.85577,708.85577,721.73077,720.88464,717.73077,697.58655,695.64423,677.61536,677.85577,673.5769,656.125,670.14423,665.89423,650.375,647.91345,651.84613,654.48077,657.5,644.80768,633.61536,645.99036,646.75964,649.97113,659.89423,643.88464,650.88464,654.00964,658.16345,657.7019
