applied field (V/μm),current (nC) T072
Sm4,Sm4
71.7,71.7
-18.63481228668942,-3.469446951953614e-16
-18.617747440273035,0.21380170702659762
-18.31058020477816,0.37660341405319525
-18.02047781569966,0.49640512107979323
-17.679180887372013,0.7572068281063917
-17.35494880546075,0.9160085351329887
-17.011945392491466,1.0793102421595873
-16.677474402730372,1.1366119491861844
-16.407849829351537,1.408913656212783
-16.187713310580207,1.5677153632393808
-15.92150170648464,1.6995170702659785
-15.578498293515356,1.2573187772925765
-15.252559726962456,1.9200204843191742
-14.976109215017063,1.774422191345772
-14.679180887372015,2.01547389837237
-14.353242320819112,2.006575605398968
-14.061433447098976,2.3452773124255657
-13.779863481228668,2.344129019452163
-13.476109215017065,2.432930726478761
-13.226962457337883,2.70523243350536
-12.953924914675767,2.805534140531957
-12.677474402730374,3.0468358475585546
-12.378839590443684,3.1081375545851526
-12.030716723549487,3.2904392616117506
-11.711604095563139,3.519740968638349
-11.506825938566552,3.554042675664946
-11.244027303754265,3.8538443826915447
-10.924914675767917,3.911146089718142
-10.6160409556314,4.04294779674474
-10.325938566552901,4.3032495037713385
-10.015358361774743,4.364551210797936
-9.747440273037544,4.668352917824532
-9.436860068259385,4.729654624851132
-9.16382252559727,4.85745633187773
-8.904436860068259,5.180758038904328
-8.617747440273037,5.371059745930926
-8.245733788395905,5.710861452957523
-7.986348122866893,5.76116315998412
-7.636518771331057,5.981464867010719
-7.300341296928328,6.271766574037316
-7.0375426621160395,6.467068281063915
-6.715017064846417,6.917369988090511
-6.464163822525597,7.03267169511711
-6.192832764505118,7.517973402143708
-5.892491467576792,7.848275109170307
-5.56655290102389,8.283576816196904
-5.23037542662116,8.863878523223502
-4.861774744027303,9.4691802302501
-4.563139931740614,10.299481937276699
-4.337883959044368,11.309783644303295
-4.071672354948805,12.590085351329895
-3.718430034129693,14.23740214370782
-3.380546075085324,16.66867368003176
-3.0853242320819114,20.163005557761014
-2.7747440273037536,25.093307264787615
-2.4846416382252556,32.679578801111546
-2.2645051194539247,43.028910678840816
-1.993174061433447,56.420182215164736
-1.6238907849829352,72.25451409289401
-1.2266211604095563,88.2948157999206
-0.9360068259385664,102.34108733624454
-0.6733788395904436,112.32541921397379
-0.3800341296928328,117.02169075029774
0.008,116.70602262802701
0.32269624573378836,112.84632433505358
0.565358361774744,106.64259587137754
0.8252559726962456,99.9269277491068
1.2025597269624573,93.17319928543071
1.5372013651877134,87.15753116316
1.7525597269624575,81.5978328701866
2.039249146757679,76.89410440651052
2.3498293515358357,72.47843628423979
2.646757679180887,68.62470782056373
2.936860068259385,65.20903969829297
3.213310580204778,61.999341405319576
3.5290102389078495,59.04561294164351
3.8395904436860064,56.37994481937277
4.148464163822526,54.1262163556967
4.5017064846416375,52.16054823342597
4.815699658703071,50.15084994045256
5.1058020477815695,48.4471214767765
5.41296928327645,46.861453354505755
5.7457337883959045,45.3327248908297
6.058020477815699,44.01205676855896
6.276450511945392,42.682358475585545
6.554607508532423,41.52863001190949
6.8720136518771335,40.16296188963875
7.1689419795221845,38.92923342596269
7.4436860068259385,37.42856530369195
7.738907849829351,36.00386701071854
8.020477815699659,34.41013854704247
8.361774744027302,32.55947042477174
8.684300341296927,30.660741961095674
8.952218430034131,28.340073838824935
9.242320819112628,26.015375545851526
9.544368600682594,23.64164708217547
9.873720136518772,20.995978959904726
10.191126279863482,18.287250496228665
10.482935153583616,15.631582373957922
10.781569965870306,12.846884080984518
11.080204778156995,10.263155617308456
11.373720136518772,8.102487495037714
11.677474402730375,6.013759031361651
11.984641638225254,4.4230909090909085
12.262798634812286,2.773392616117507
12.513651877133105,1.594664152441444
12.817406143344709,0.8009960301707024
13.078498293515358,-0.06473243350535868
13.40443686006826,-0.48240055577610175
13.701365187713309,-0.9520988487495039
14.0,-1.2008273124255655
14.286689419795222,-1.307525605398968
14.55631399317406,-1.5467238983723712
14.889078498293514,-1.4133920206431128
15.228668941979521,-1.6955903136165134
15.511945392491468,-1.681288606589917
15.805460750853243,-1.5280170702659788
16.11433447098976,-1.6972153632393823
16.387372013651877,-1.5398834855101238
16.66040955631399,-1.5840817784835244
16.976109215017065,-1.432780071456928
17.252559726962456,-1.3345085351329893
17.50853242320819,-1.2417068281063928
17.832764505119453,-1.0808749503771342
18.139931740614337,-1.1365732433505353
18.464163822525595,-0.9187715363239389
18.737201365187715,-6.938893903907228e-16
