applied field (V/μm),current (nC) T104
Sm2,Sm2
103.9,103.9
-18.686006825938566,-1.3877787807814457e-15
-18.43003412969283,-0.3214767764986124
-18.139931740614337,-0.17295355299722234
-17.832764505119453,0.020569670504168303
-17.474402730375427,0.16909289400555694
-17.167235494880547,0.35761611750694605
-16.820819112627987,0.46613934100833565
-16.51023890784983,0.7446625645097246
-16.30716723549488,0.8776857880111136
-16.040955631399317,0.9517090115125048
-15.73890784982935,1.1112322350138926
-15.395904436860068,0.8297554585152835
-15.088737201365188,1.1417786820166718
-14.819112627986346,1.1728019055180618
-14.496587030716722,1.3988251290194507
-14.189419795221841,1.4298483525208399
-13.906143344709896,1.6678715760222307
-13.610921501706486,1.6943947995236184
-13.329351535836176,1.842418023025009
-13.063139931740613,2.1469412465263984
-12.78839590443686,2.1464644700277877
-12.511945392491468,2.485987693529177
-12.174061433447097,2.591010917030566
-11.820819112627987,2.6845341405319565
-11.588737201365186,2.899057364033346
-11.343003412969283,3.0195805875347355
-11.0580204778157,3.3277038110361246
-10.723549488054607,3.3663770345375137
-10.45221843003413,3.4988002580389024
-10.129692832764505,3.807173481540294
-9.856655290102388,3.814196705041681
-9.559726962457338,4.146219928543071
-9.266211604095561,4.387743152044462
-9.001706484641637,4.46576637554585
-8.755972696245733,4.875289599047241
-8.366894197952218,5.136812822548631
-8.102389078498295,5.425336046050019
-7.769624573378839,5.6828592695514075
-7.418088737201365,5.822882493052798
-7.139931740614335,6.263905716554188
-6.843003412969282,6.470428940055579
-6.54778156996587,7.049452163556966
-6.302047781569965,7.732975387058356
-6.017064846416383,8.621498610559746
-5.692832764505119,10.135021834061135
-5.363481228668943,12.528545057562525
-4.984641638225256,17.92206828106391
-4.663822525597269,28.740591504565305
-4.419795221843003,45.99411472806669
-4.167235494880545,60.337637951568084
-3.854948805460751,64.91616117506948
-3.4829351535836177,63.38861055974594
-3.1979522184300344,60.02928146089718
-2.8924914675767917,57.795657006748705
-2.585324232081911,56.4241802302501
-2.356655290102389,55.464851131401346
-2.104095563139931,54.98122667725287
-1.7952218430034128,55.021897578404136
-1.3745733788395904,55.188273124255666
-1.0452218430034128,54.716796347757054
-0.7692832764505119,52.757467248908284
-0.5226962457337884,49.52384279475982
-0.16266211604095562,45.764513695911084
0.2160409556313993,42.12588924176261
0.45324232081911264,39.44941246526399
0.7093856655290102,38.56008336641525
1.047952218430034,38.95645891226677
1.4105802047781568,40.63712981341802
1.6773037542662117,43.37350535926955
1.909556313993174,46.47202858277094
2.2286689419795223,50.14269948392219
2.522184300341297,53.50907502977371
2.81740614334471,56.34974593092497
3.093856655290103,58.21612147677651
3.3993174061433447,58.24464470027788
3.706484641638225,56.18531560142914
4.025597269624573,53.001691147280674
4.356655290102389,48.69236204843192
4.706484641638225,43.55873759428345
4.98976109215017,37.63226081778484
5.288395904436859,30.332931718936084
5.609215017064845,22.024307264787616
5.940273037542662,14.044978165938867
6.184300341296927,7.386353711790393
6.445392491467576,2.4298769352917806
6.7406143344709895,-0.21245216355696778
7.059726962457337,-1.006076617705441
7.3310580204778155,-1.1974057165541894
7.621160409556314,-1.3700301707026625
7.904436860068258,-1.5540069472012732
8.226962457337885,-1.5618360460500218
8.558020477815699,-1.675960500198492
8.849829351535835,-1.722789599047243
9.119453924914675,-1.5754140531957164
9.42150170648464,-1.6263908296943241
9.742320819112626,-1.3647199285430756
10.07679180887372,-1.2913443826915465
10.368600682593858,-1.182173481540294
10.658703071672356,-1.2452979356887677
10.964163822525597,-1.2222747121873783
11.261092150170649,-1.1051038110361269
11.56655290102389,-1.2582282651846002
11.872013651877134,-1.102057364033348
12.170648464163824,-1.1966818181818217
12.401023890784982,-1.239658594680432
12.701365187713309,-1.1654876935291805
12.979522184300341,-1.2091121476776505
13.27815699658703,-1.283441246526402
13.598976109215016,-1.0905657006748726
13.889078498293513,-1.2170424771734827
14.194539249146755,-1.2763715760222338
14.440273037542662,-1.0978483525208425
14.752559726962454,-1.1843251290194556
15.104095563139932,-1.2079495831679263
15.406143344709895,-1.1394263596665344
15.703071672354946,-1.2409031361651475
16.001706484641637,-1.215232235013896
16.30546075085324,-1.2117090115125102
16.54778156996587,-1.4053334656609802
16.860068259385667,-1.2668102421595886
17.15017064846416,-1.3182870186581988
17.406143344709896,-1.2476161175069502
17.71331058020478,-1.0790928940055609
18.05460750853242,-1.1327173481540318
18.34470989761092,-1.1941941246526395
18.6518771331058,-1.1206709011512521
18.72013651877133,-1.3877787807814457e-15
