applied field (V/μm),current (nC) T103
Sm2,Sm2
102.9,102.9
-18.63481228668942,-2.7755575615628914e-15
-18.34470989761092,-0.5215153938424657
-18.071672354948806,-0.44803078768493043
-17.730375426621162,-0.24954618152739225
-17.406143344709896,0.04893842463014539
-17.064846416382252,0.06742303078768191
-16.732081911262796,0.38590763694521873
-16.436860068259385,0.5443922431027551
-16.2320819112628,0.682876849260293
-15.964163822525599,0.8523614554178307
-15.639931740614331,0.9833460615753674
-15.302047781569966,1.2038306677329047
-15.013651877133105,1.2013152738904405
-14.721843003412971,1.3592998800479767
-14.40273037542662,1.4902844862055142
-14.100682593856654,1.538769092363051
-13.829351535836174,1.7082536985205885
-13.52901023890785,1.854738304678125
-13.259385665529008,2.0322229108356624
-12.991467576791807,2.1667075169932004
-12.711604095563139,2.3911921231507365
-12.419795221843003,2.5611767293082743
-12.069965870307165,2.6836613354658105
-11.735494880546076,2.9786459416233466
-11.534129692832762,3.1481305477808843
-11.26962457337884,3.1071151539384205
-10.959044368600681,3.4173497600959584
-10.634812286689419,3.5987843662534944
-10.363481228668942,3.7450689724110324
-10.044368600682594,3.81320357856857
-9.774744027303754,3.9475381847261053
-9.465870307167236,4.211022790883643
-9.186006825938565,4.3460073970411806
-8.926621160409557,4.530992003198715
-8.656996587030717,4.681476609356254
-8.276450511945391,4.882461215513792
-8.020477815699659,5.102945821671327
-7.667235494880547,5.416930427828865
-7.334470989761092,5.551415033986401
-7.061433447098975,5.91639964014394
-6.747440273037542,6.258384246301477
-6.477815699658703,6.826368852459012
-6.215017064846417,7.42635345861655
-5.92320819112628,8.309838064774087
-5.593856655290102,10.053322670931625
-5.261092150170649,12.931807277089161
-4.885665529010239,19.475291883246697
-4.581911262798635,32.50377648940424
-4.348122866894197,51.427261095561775
-4.081911262798634,64.81574570171932
-3.7286689419795223,67.30423030787684
-3.392491467576792,64.48713914434228
-3.1092150170648463,60.78677528988405
-2.8020477815699656,58.11410835665734
-2.501706484641638,56.15259296281488
-2.28839590443686,54.80222910835665
-2.01877133105802,53.77956217512994
-1.6559726962457337,53.42919832067174
-1.269283276450512,53.456531387445025
-0.9665529010238907,53.29501599360256
-0.7013651877133105,52.244652139144335
-0.41996587030716725,50.171985205917636
-0.04399317406143345,47.37162135145941
0.2947098976109215,44.0139544182327
0.5346416382252559,41.26743902439024
0.7878839590443686,39.69707516993203
1.1639931740614335,39.36940823670532
1.4999999999999998,40.924044382247104
1.7286689419795218,43.551377449020386
1.9999999999999998,46.65486205517793
2.31740614334471,50.379498200719716
2.614334470989761,53.906831267493
2.9061433447098977,56.90646741303479
3.175767918088737,59.28380047980808
3.4897610921501703,59.622285085965615
3.8054607508532423,57.871921231507386
4.112627986348123,54.999254298280675
4.4709897610921505,50.848890443822455
4.796928327645052,46.231223510595754
5.075085324232082,40.7947081167533
5.3890784982935145,34.96434426229508
5.708191126279863,28.456677329068366
6.025597269624574,20.541313474610153
6.2457337883959045,12.95364654138344
6.520477815699659,6.542131147540978
6.837883959044367,2.120267293082762
7.141638225255972,-0.009899640143946899
7.411262798634811,-0.719763494602163
7.708191126279862,-0.8264304278288748
7.989761092150169,-1.0789458216713368
8.3259385665529,-1.1168096761295525
8.653583617747442,-1.0714766093562615
8.92150170648464,-1.1523404638144774
9.203071672354948,-1.021007397041189
9.513651877133105,-1.2025227908836513
9.843003412969283,-1.0298866453418671
10.165529010238908,-0.9570535785685765
10.46075085324232,-0.9364174330267948
10.75767918088737,-0.7580843662535032
11.049488054607508,-0.8580997600959658
11.351535836177472,-0.7589636145541846
11.653583617747438,-0.6981305477808931
11.957337883959045,-0.6929944022391089
12.244027303754265,-0.7611613354658209
12.48805460750853,-0.7321767293082829
12.79522184300341,-0.6840405837664995
13.054607508532422,-0.7482075169932081
13.378839590443686,-0.7040713714514236
13.687713310580206,-0.6662383046781352
13.977815699658704,-0.6882536985205975
14.273037542662113,-0.5891175529788135
14.525597269624573,-0.5426329468212762
14.858361774744028,-0.5641483406637406
15.208191126279864,-0.4818152738904499
15.488054607508532,-0.44333066773290936
15.779863481228668,-0.3948460615753748
16.09726962457338,-0.40020991603359274
16.37372013651877,-0.3467253098760552
16.64334470989761,-0.22939224310276482
16.950511945392492,-0.300907636945226
17.235494880546074,-0.20242303078768925
17.474402730375427,-0.13778688524590801
17.815699658703068,-0.17430227908837306
18.122866894197948,-0.10696921231508201
18.43003412969283,-0.04848460615754086
18.72013651877133,-5.551115123125783e-15
