applied field (V/μm),current (nC) T116
Sm1,Sm1
116.0,116.0
-12.735494880546074,2.7755575615628914e-15
-12.515358361774744,1.327396198099054
-12.21843003412969,1.649792396198102
-11.906143344709898,1.9771885942971539
-11.658703071672356,2.0845847923962033
-11.477815699658704,2.281980990495251
-11.237201365187712,2.1793771885943016
-10.955631399317406,2.3167733866933498
-10.674061433447099,2.329169584792401
-10.431740614334469,2.4515657828914508
-10.146757679180888,2.473961980990499
-9.897610921501705,2.4113581790895497
-9.638225255972696,2.6632543771885975
-9.36518771331058,2.6806505752876486
-9.134812286689419,2.7420467733866998
-8.904436860068259,2.7674429714857474
-8.656996587030717,2.7438391695847963
-8.300341296928327,3.012735367683847
-8.081911262798636,2.9101315657828946
-7.78839590443686,3.0510277638819465
-7.47098976109215,3.0509239619809945
-7.2047781569965865,3.093320160080045
-6.959044368600682,3.234216358179093
-6.674061433447099,3.234612556278144
-6.455631399317405,3.267508754377195
-6.2133105802047774,3.369404952476243
-5.955631399317407,3.3303011505752913
-5.655290102389077,3.4666973486743426
-5.368600682593857,3.4590935467733903
-5.039249146757679,3.5372897448724414
-4.7406143344709895,3.5828359429714896
-4.494880546075085,3.5189821410705378
-4.293515358361774,3.605128339169589
-4.054607508532422,3.6535745372686397
-3.7389078498293506,3.6459707353676905
-3.421501706484641,3.6383669334667386
-3.170648464163823,3.546763131565787
-2.8976109215017063,3.6716593296648377
-2.6245733788395906,3.648555527763886
-2.399317406143344,3.662951725862937
-2.189419795221843,3.5663479239619877
-1.947098976109215,3.5272441220610333
-1.601194539249147,3.4696403201600843
-1.251877133105802,3.370036518259135
-0.9853242320819112,3.3029327163581854
-0.7452218430034129,3.199828914457234
-0.5252559726962458,3.0877251125562823
-0.21467576791808873,3.128621310655333
0.1479863481228669,3.0585175087543814
0.3679180887372014,3.1069137068534323
0.6,2.9618099049524833
0.8319112627986348,2.8783259129564844
1.172013651877133,2.899482491245629
1.475938566552901,2.8036183091545808
1.6945392491467575,2.7805145072536313
1.9061433447098974,2.725171085542776
2.1928327645051193,2.557306903451731
2.4539249146757682,2.650463481740876
2.721843003412969,2.675099299649827
2.9778156996587035,2.795995497748878
3.2167235494880546,2.7741520760380225
3.4948805460750854,2.6857878939469804
3.7815699658703066,2.5839444722361247
4.063139931740614,2.590580290145076
4.360068259385665,2.3929764882441273
4.680887372013652,2.406133066533272
4.924914675767917,2.4627688844422266
5.18259385665529,2.1759254627313704
5.469283276450511,2.1175612806403237
5.76962457337884,1.964957478739374
6.040955631399317,1.8781140570285184
6.225255972696246,1.8397498749374728
6.4744027303754255,1.65290645322662
6.7406143344709895,1.6945422711355684
7.032423208191127,1.4269384692346234
7.267918088737201,1.3700950475237645
7.525597269624574,1.411730865432724
7.781569965870306,1.0948874437218663
8.040955631399317,1.1015232616308213
8.346416382252558,0.8639194597298686
8.636518771331058,0.7370760380190161
8.8839590443686,0.5687118559279711
9.122866894197951,0.5518684342171121
9.39249146757679,0.45850425212606716
9.677474402730375,0.3059004502251148
9.974402730375425,0.2590570285142618
10.245733788395903,0.17069284642321772
10.513651877133107,0.048849424712364704
10.774744027303754,0.030485242621312858
11.039249146757678,0.0028814407203675563
11.303754266211602,-0.008961980990490614
11.580204778156995,-0.09232616308153668
11.848122866894196,-0.05416958479238926
12.122866894197953,-0.1175337668834403
12.325938566552901,-0.1351375687843867
12.580204778156999,-0.3319809904952453
12.848122866894196,-0.335345172586285
13.073378839590443,-0.30718859429714335
13.366894197952217,-0.4755527763881884
13.63481228668942,-0.3681565782891402
