-1.096000000000000085e+01 -9.866999999999999382e-02
-1.092999999999999972e+01 -1.037000000000000005e-01
-1.091000000000000014e+01 -1.058999999999999941e-01
-1.084999999999999964e+01 -9.546000000000000318e-02
-1.074000000000000021e+01 -9.991999999999999493e-02
-1.068999999999999950e+01 -8.959999999999999909e-02
-1.057000000000000028e+01 -9.686999999999999778e-02
-1.051999999999999957e+01 -8.437000000000000055e-02
-1.036999999999999922e+01 -9.367000000000000326e-02
-1.031000000000000050e+01 -7.999000000000000554e-02
-1.017999999999999972e+01 -8.640000000000000457e-02
-1.011999999999999922e+01 -7.303999999999999382e-02
-9.978999999999999204e+00 -8.382000000000000561e-02
-9.919000000000000483e+00 -7.116999999999999715e-02
-9.785000000000000142e+00 -8.039000000000000312e-02
-9.727999999999999758e+00 -6.483999999999999486e-02
-9.624000000000000554e+00 -7.459999999999999964e-02
-9.589999999999999858e+00 -5.859000000000000319e-02
-9.496000000000000441e+00 -7.062000000000000222e-02
-9.445999999999999730e+00 -5.500000000000000028e-02
-9.336000000000000298e+00 -6.514999999999999958e-02
-9.282000000000000028e+00 -4.952999999999999764e-02
-9.140000000000000568e+00 -6.296000000000000207e-02
-9.079000000000000625e+00 -4.592999999999999861e-02
-8.946999999999999176e+00 -5.679000000000000020e-02
-8.893000000000000682e+00 -4.132999999999999868e-02
-8.782999999999999474e+00 -5.054000000000000159e-02
-8.730000000000000426e+00 -3.617000000000000076e-02
-8.609999999999999432e+00 -4.710999999999999910e-02
-8.553000000000000824e+00 -3.350999999999999812e-02
-8.422000000000000597e+00 -4.070000000000000007e-02
-8.367000000000000881e+00 -2.687000000000000152e-02
-8.244999999999999218e+00 -3.608999999999999708e-02
-8.201999999999999957e+00 -2.383000000000000049e-02
-8.082000000000000739e+00 -3.171999999999999820e-02
-8.029999999999999361e+00 -1.686999999999999958e-02
-7.903999999999999915e+00 -2.851000000000000062e-02
-7.852000000000000313e+00 -1.242000000000000048e-02
-7.754999999999999893e+00 -2.469000000000000014e-02
-7.705000000000000071e+00 -8.203000000000000222e-03
-7.591000000000000192e+00 -1.866999999999999910e-02
-7.546999999999999709e+00 -4.609000000000000249e-03
-7.429999999999999716e+00 -1.344000000000000056e-02
-7.384000000000000341e+00 1.641000000000000097e-03
-7.258000000000000007e+00 -1.108999999999999916e-02
-7.197000000000000064e+00 5.155999999999999993e-03
-7.056000000000000050e+00 -2.422000000000000108e-03
-6.993000000000000327e+00 1.016000000000000063e-02
-6.863000000000000433e+00 5.467999999999999554e-04
-6.825000000000000178e+00 1.375000000000000007e-02
-6.743000000000000327e+00 5.389999999999999826e-03
-6.700000000000000178e+00 2.077999999999999986e-02
-6.589999999999999858e+00 6.640000000000000069e-03
-6.538999999999999702e+00 2.264999999999999999e-02
-6.403999999999999915e+00 1.625000000000000056e-02
-6.341999999999999638e+00 2.687000000000000152e-02
-6.221000000000000085e+00 2.241999999999999896e-02
-6.177999999999999936e+00 3.366999999999999854e-02
-6.060999999999999943e+00 2.398000000000000131e-02
-5.993000000000000327e+00 3.905999999999999750e-02
-5.873000000000000220e+00 2.680000000000000090e-02
-5.822000000000000064e+00 4.390000000000000152e-02
-5.714000000000000412e+00 3.445000000000000145e-02
-5.657000000000000028e+00 4.764999999999999791e-02
-5.530000000000000249e+00 3.984000000000000041e-02
-5.479000000000000092e+00 5.172000000000000208e-02
-5.373999999999999666e+00 4.694999999999999868e-02
-5.325000000000000178e+00 5.725999999999999840e-02
-5.221000000000000085e+00 5.015000000000000013e-02
-5.181000000000000050e+00 6.171000000000000096e-02
-5.054999999999999716e+00 5.655999999999999917e-02
-4.974000000000000199e+00 6.617000000000000659e-02
-4.836000000000000298e+00 6.350999999999999701e-02
-4.793000000000000149e+00 7.170999999999999597e-02
-4.684000000000000163e+00 7.038999999999999424e-02
-4.623000000000000220e+00 7.820000000000000562e-02
-4.477000000000000313e+00 7.678999999999999715e-02
-4.413000000000000256e+00 8.483999999999999875e-02
-4.282000000000000028e+00 8.562000000000000166e-02
-4.233999999999999986e+00 9.100999999999999368e-02
-4.121999999999999886e+00 9.475999999999999701e-02
-4.070999999999999730e+00 1.019000000000000045e-01
-3.942000000000000171e+00 1.060999999999999999e-01
-3.883999999999999897e+00 1.116000000000000048e-01
-3.789000000000000146e+00 1.247000000000000053e-01
-3.742999999999999883e+00 1.287000000000000088e-01
-3.634999999999999787e+00 1.472999999999999865e-01
-3.579000000000000181e+00 1.580000000000000016e-01
-3.459999999999999964e+00 1.875000000000000000e-01
-3.395999999999999908e+00 2.023000000000000076e-01
-3.266000000000000014e+00 2.596999999999999864e-01
-3.204000000000000181e+00 2.978999999999999981e-01
-3.067000000000000171e+00 4.285999999999999810e-01
-2.992999999999999883e+00 5.073999999999999622e-01
-2.846999999999999975e+00 7.881000000000000227e-01
-2.790999999999999925e+00 9.395000000000000018e-01
-2.673000000000000043e+00 1.381000000000000005e+00
-2.626999999999999780e+00 1.558000000000000052e+00
-2.536000000000000032e+00 1.913000000000000034e+00
-2.487999999999999989e+00 1.995000000000000107e+00
-2.382000000000000117e+00 2.057999999999999829e+00
-2.330000000000000071e+00 2.021999999999999797e+00
-2.166999999999999815e+00 1.899999999999999911e+00
-2.100999999999999979e+00 1.818999999999999950e+00
-1.981999999999999984e+00 1.675000000000000044e+00
-1.927999999999999936e+00 1.598999999999999977e+00
-1.804000000000000048e+00 1.493999999999999995e+00
-1.752000000000000002e+00 1.433000000000000052e+00
-1.625999999999999890e+00 1.360999999999999988e+00
-1.566999999999999948e+00 1.308000000000000052e+00
-1.453000000000000069e+00 1.266999999999999904e+00
-1.413000000000000034e+00 1.213999999999999968e+00
-1.330999999999999961e+00 1.183000000000000052e+00
-1.278000000000000025e+00 1.143999999999999906e+00
-1.171999999999999931e+00 1.116999999999999993e+00
-1.118000000000000105e+00 1.082000000000000073e+00
-9.563000000000000389e-01 1.060000000000000053e+00
-8.837000000000000410e-01 1.028000000000000025e+00
-7.289999999999999813e-01 1.006999999999999895e+00
-6.656999999999999584e-01 9.768000000000000016e-01
-5.532000000000000250e-01 9.618999999999999773e-01
-5.008000000000000229e-01 9.336999999999999744e-01
-4.000000000000000222e-01 9.294000000000000039e-01
-3.585999999999999743e-01 9.020000000000000240e-01
-2.336000000000000021e-01 9.053999999999999826e-01
-1.655999999999999972e-01 8.802999999999999714e-01
-7.032000000000000056e-03 8.940000000000000169e-01
6.640999999999999681e-02 8.715000000000000524e-01
1.812999999999999889e-01 8.914999999999999591e-01
2.210999999999999910e-01 8.715000000000000524e-01
3.235000000000000098e-01 8.980000000000000204e-01
3.719000000000000083e-01 8.864999999999999547e-01
4.773999999999999910e-01 9.005999999999999561e-01
5.383000000000000007e-01 9.092000000000000082e-01
6.945999999999999952e-01 9.373000000000000220e-01
7.641000000000000014e-01 9.414000000000000146e-01
8.945999999999999508e-01 9.703000000000000513e-01
9.454000000000000181e-01 9.762999999999999456e-01
1.024000000000000021e+00 1.018000000000000016e+00
1.062999999999999945e+00 1.026000000000000023e+00
1.183999999999999941e+00 1.070999999999999952e+00
1.245999999999999996e+00 1.080999999999999961e+00
1.368000000000000105e+00 1.127999999999999892e+00
1.425999999999999934e+00 1.139999999999999902e+00
1.540000000000000036e+00 1.195999999999999952e+00
1.596999999999999975e+00 1.211000000000000076e+00
1.715000000000000080e+00 1.264000000000000012e+00
1.768999999999999906e+00 1.276999999999999913e+00
1.875000000000000000e+00 1.316000000000000059e+00
1.935999999999999943e+00 1.322000000000000064e+00
2.061999999999999833e+00 1.336999999999999966e+00
2.121999999999999886e+00 1.330000000000000071e+00
2.249000000000000110e+00 1.324000000000000066e+00
2.306000000000000050e+00 1.306999999999999940e+00
2.432999999999999829e+00 1.290999999999999925e+00
2.488999999999999879e+00 1.270000000000000018e+00
2.641999999999999904e+00 1.235000000000000098e+00
2.705999999999999961e+00 1.205999999999999961e+00
2.821000000000000174e+00 1.171000000000000041e+00
2.870999999999999996e+00 1.143999999999999906e+00
2.987999999999999989e+00 1.112000000000000099e+00
